,TAG_NUMBER,catchAREA,DATE,BOAT,GearType,Company,Catch.t,dataorigin,id,
1510,574256,German Bank ,2023-09-19,Fundy Monarch,Purse Seine ,Connors,171,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-19 Fundy Monarch,
1511,528317,German Bank ,2023-09-19,Fundy Monarch,Purse Seine,Connors,171,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-19 Fundy Monarch,
1512,532306,German Bank ,2023-09-19,Fundy Monarch,Purse Seine ,Connors,171,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-19 Fundy Monarch,
1513,574299,German Bank ,2023-09-19,Fundy Monarch,Purse Seine,Connors,171,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-19 Fundy Monarch,
1514,567425,German Bank ,2023-09-19,Fundy Monarch,Purse Seine,Connors,171,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-19 Fundy Monarch,
1515,567564,German Bank ,2023-09-19,Brunswick Provider,Purse Seine,Connors,47,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-19 Brunswick Provider,
1516,528373,German Bank ,2023-09-19,Brunswick Provider,Purse Seine,Connors,47,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-19 Brunswick Provider,
1517,574585,German Bank ,2023-09-21,Brunswick Provider,Purse Seine,Connors,121,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-21 Brunswick Provider,
1518,477328,German Bank ,2023-09-21,Brunswick Provider,Purse Seine,Connors,121,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-21 Brunswick Provider,
1519,567738,Scots Bay,2023-09-26,Canada 100,Purse Seine,Connors,136,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-26 Canada 100,
1520,567844,Scots Bay ,2023-09-26,Canada 100,Purse Seine ,Connors,136,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-26 Canada 100,
1521,577890,Scots Bay ,2023-09-26,Canada 100,Purse Seine ,Connors,136,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-26 Canada 100,
1522,567940,Scots Bay ,2023-09-26,Canada 100,Purse Seine,Connors,136,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-26 Canada 100,
1523,528553,Scots Bay ,2023-09-26,Canada 100,Purse Seine ,Connors,136,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-26 Canada 100,
1524,567863,Scots Bay,2023-09-26,Canada 100,Purse Seine ,Connors,136,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-26 Canada 100,
1525,567948,Scots Bay ,2023-09-25,Brunswick Provider,Purse Seine ,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1526,567858,Scots Bay ,2023-09-25,Brunswick Provider,Purse Seine,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1527,569797,Scots Bay ,2023-09-25,Brunswick Provider,Purse Seine ,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1528,567883,Scots Bay,2023-09-25,Brunswick Provider,Purse Seine,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1529,567780,Scots Bay ,2023-09-25,Brunswick Provider,Purse Seine ,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1530,528601,Scots Bay ,2023-09-25,Brunswick Provider,Purse Seine ,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1531,528701,Scots Bay ,2023-09-25,Brunswick Provider,Purse Seine,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1532,567819,Scots Bay,2023-09-25,Brunswick Provider,Purse Seine ,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1533,567922,Scots Bay ,2023-09-25,Brunswick Provider,Purse Seine ,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1534,574191,German Bank ,2023-09-21,Fundy Monarch,Purse Seine ,Connors,194,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-21 Fundy Monarch,
1535,567566,German Bank ,2023-09-21,Fundy Monarch,Purse Seine,Connors,194,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-21 Fundy Monarch,
1536,532316,German Bank ,2023-09-21,Fundy Monarch,Purse Seine ,Connors,194,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-21 Fundy Monarch,
1537,574007,German Bank ,2023-09-21,Canada 100,Purse Seine,Connors,117,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-21 Canada 100,
1538,528253,German Bank ,2023-09-29,Brunswick Provider,Purse Seine,Connors,82,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-29 Brunswick Provider,
1539,510561,German Bank ,2023-09-29,Brunswick Provider,Purse Seine,Connors,82,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-29 Brunswick Provider,
1540,564541,German Bank ,2023-09-29,Brunswick Provider,Purse Seine,Connors,82,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-29 Brunswick Provider,
1541,564929,German Bank ,2023-09-29,Brunswick Provider,Purse Seine,Connors,82,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-29 Brunswick Provider,
1542,532386,Seal Island,2023-09-25,Brunswick Provider,Purse Seine,Connors,126,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-25 Brunswick Provider,
1543,532319,German Bank ,2023-09-28,Brunswick Provider,Purse Seine,Connors,82,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-28 Brunswick Provider,
1544,569079,German Bank ,2023-09-29,Brunswick Provider,Purse Seine,Connors,82,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-29 Brunswick Provider,
1545,564391,German Bank,2023-09-29,Brunswick Provider ,Purse Seine,Connors,82,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-29 Brunswick Provider ,
1546,528796,German Bank ,2023-09-29,Brunswick Provider,Purse Seine,Connors,82,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-09-29 Brunswick Provider,
1547,557922,Wolves ,2023-10-02,Canada 100,Purse Seine,Connors,58,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-02 Canada 100,
1548,556606,Wolves ,2023-10-02,Canada 100,Purse Seine,Connors,58,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-02 Canada 100,
1549,529172,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1550,603008,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1551,523371,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1552,529315,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1553,556565,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1554,533762,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1555,521558,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1556,593730,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1557,533753,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1558,529109,White Head ,2023-10-03,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Brunswick Provider,
1559,529367,White Head ,2023-10-03,Canada 100,Purse Seine,Connors,63,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-03 Canada 100,
1560,524121,White Head ,2023-10-04,Fundy Monarch,Purse Seine,Connors,123,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Fundy Monarch,
1561,524164,White Head ,2023-10-04,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Brunswick Provider,
1562,557866,White Head ,2023-10-04,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Brunswick Provider,
1563,529282,White Head ,2023-10-04,Brunswick Provider,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Brunswick Provider,
1564,533981,White Head ,2023-10-04,Brunswick Provider ,Purse Seine,Connors,56,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Brunswick Provider ,
1565,565378,White Head ,2023-10-04,Fundy Monarch,Purse Seine,Connors,123,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Fundy Monarch,
1566,529014,White Head ,2023-10-04,Canada 100,Purse Seine,Connors,63,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Canada 100,
1567,533777,White Head,2023-10-04,Canada 100,Purse Seine,Connors,63,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Canada 100,
1568,529298,White Head ,2023-10-04,Canada 100,Purse Seine,Connors,63,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Canada 100,
1569,572173,White Head ,2023-10-04,Canada 100,Purse Seine,Connors,63,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Canada 100,
1570,556931,White Head ,2023-10-04,Canada 100,Purse Seine,Connors,63,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Canada 100,
1571,529311,White Head ,2023-10-04,Canada 100,Purse Seine,Connors,63,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Canada 100,
1572,529230,White Head ,2023-10-04,Fundy Monarch,Purse Seine,Connors,123,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-04 Fundy Monarch,
1573,487600,White Head,2023-10-05,Canada 100,Purse Seine,Connors,63,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-05 Canada 100,
1574,567512,White Head,2023-10-05,Fundy Monarch,Purse Seine,Connors,123,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-05 Fundy Monarch,
1575,574029,White Head,2023-10-05,Fundy Monarch,Purse Seine,Connors,123,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-05 Fundy Monarch,
1576,573468,German Bank ,2023-10-11,Fundy Monarch,Purse Seine,Connors,186,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-11 Fundy Monarch,
1577,564309,German Bank ,2023-10-11,Fundy Monarch,Purse Seine,Connors,186,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-11 Fundy Monarch,
1578,533779,White Head,2023-10-12,Brunswick Provider,Purse Seine,Connors,118,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-12 Brunswick Provider,
1579,529159,White Head,2023-10-12,Brunswick Provider,Purse Seine,Connors,118,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-12 Brunswick Provider,
1580,564618,White Head,2023-10-12,Brunswick Provider ,Purse Seine,Connors,31,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-12 Brunswick Provider ,
1581,569479,White Head,2023-10-19,Brunswick Provider ,Purse Seine,Connors,31,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-19 Brunswick Provider ,
1582,533766,White Head,2023-10-19,Brunswick Provider ,Purse Seine,Connors,31,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-19 Brunswick Provider ,
1583,487835,White Head,2023-10-13,Fundy Monarch,Purse Seine,Connors,46,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Fundy Monarch,
1584,487541,White Head,2023-10-13,Fundy Monarch,Purse Seine,Connors,46,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Fundy Monarch,
1585,585870,White Head,2023-10-13,Fundy Monarch,Purse Seine,Connors,46,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Fundy Monarch,
1586,529268,White Head,2023-10-13,Fundy Monarch,Purse Seine,Connors,46,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Fundy Monarch,
1587,557790,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1588,602821,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1589,564219,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1590,564220,White Head,2023-10-13,Brunswick Provider ,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider ,
1591,529390,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1592,533778,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1593,529251,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1594,529291,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1595,529193,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1596,563743,White Head,2023-10-13,Brunswick Provider,Purse Seine,Connors,96,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-13 Brunswick Provider,
1597,564854,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1598,529272,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1599,529121,Wolves ,2023-10-16,Fundy Monarch,Purse Seine,Connors,143,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Fundy Monarch,
1600,533931,Wolves ,2023-10-16,Fundy Monarch,Purse Seine,Connors,143,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Fundy Monarch,
1601,557814,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1602,505237,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1603,565484,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1604,593126,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1605,497211,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1606,524208,White Head,2023-10-16,Brunswick Provider ,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider ,
1607,521492,White Head ,2023-10-16,Brunswick Provider ,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider ,
1608,533937,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1609,521788,White Head,2023-10-16,Brunswick Provider ,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider ,
1610,505150,White Head ,2023-10-16,Brunswick Provider ,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider ,
1611,529286,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1612,523345,White Head,2023-10-16,Brunswick Provider,Purse Seine,Connors,110,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-16 Brunswick Provider,
1613,529158,White Head,2023-10-17,Brunswick Provider ,Purse Seine,Connors,115,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-17 Brunswick Provider ,
1614,529289,White Head,2023-10-17,Brunswick Provider ,Purse Seine,Connors,115,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-17 Brunswick Provider ,
1615,509019,White Head,2023-10-17,Brunswick Provider ,Purse Seine,Connors,115,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-17 Brunswick Provider ,
1616,524053,White Head,2023-10-18,Canada 100,Purse Seine,Connors,62,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-18 Canada 100,
1617,473474,White Head,2023-10-18,Canada 100,Purse Seine,Connors,62,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-18 Canada 100,
1618,577882,White Head,2023-10-18,Canada 100,Purse Seine,Connors,62,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-18 Canada 100,
1619,560195,White Head,2023-10-18,Canada 100,Purse Seine,Connors,62,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-18 Canada 100,
1620,529221,White Head,2023-10-18,Canada 100,Purse Seine,Connors,62,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-18 Canada 100,
1621,533772,White Head,2023-10-18,Brunswick Provider,Purse Seine,Connors,115,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-18 Brunswick Provider,
1622,498195,White Head,2023-10-18,Brunswick Provider,Purse Seine,Connors,115,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-18 Brunswick Provider,
1623,521981,White Head,2023-10-18,Brunswick Provider,Purse Seine,Connors,115,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-18 Brunswick Provider,
1624,533867,White Head,2023-10-20,Brunswick Provider,Purse Seine,Connors,109,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-20 Brunswick Provider,
1625,556552,North West Ledge,2023-10-19,Fundy Monarch,Purse Seine,Connors,125,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-19 Fundy Monarch,
1626,529254,North West Ledge,2023-10-19,Fundy Monarch,Purse Seine,Connors,125,Connor Bros Copy of Fish Tag Data 2023.xlsx,2023-10-19 Fundy Monarch,
1627,591121,Scots Bay,2023-06-08,SEALIFE II / MELISSA MIX,Purse Seine,Comeau,45,Comeau Tag Retrievals 2023.xlsx,2023-06-08 SEALIFE II / MELISSA MIX,
1628,593181,Grand Manan Banks,2023-06-21,LADY JANICE II,Purse Seine,Comeau,10,Comeau Tag Retrievals 2023.xlsx,2023-06-21 LADY JANICE II,
1629,593841,Grand Manan,2023-07-07,LADY JANICE II,Purse Seine,Comeau,125,Comeau Tag Retrievals 2023.xlsx,2023-07-07 LADY JANICE II,
1630,509990,Grand Manan,2023-07-11,LADY JANICE II,Purse Seine,Comeau,20,Comeau Tag Retrievals 2023.xlsx,2023-07-11 LADY JANICE II,
1631,556394,Grand Manan,2023-07-11,LADY JANICE II,Purse Seine,Comeau,20,Comeau Tag Retrievals 2023.xlsx,2023-07-11 LADY JANICE II,
1632,558924,Grand Manan,2023-07-11,LADY JANICE II,Purse Seine,Comeau,20,Comeau Tag Retrievals 2023.xlsx,2023-07-11 LADY JANICE II,
1633,558827,AREA 1 GRAND MANAN,2023-07-19,LADY MELISSA,Purse Seine,Comeau,60,Comeau Tag Retrievals 2023.xlsx,2023-07-19 LADY MELISSA,
1634,558935,AREA 1 GRAND MANAN,2023-07-19,LADY MELISSA,Purse Seine,Comeau,60,Comeau Tag Retrievals 2023.xlsx,2023-07-19 LADY MELISSA,
1635,559893,AREA 1 GRAND MANAN,2023-07-19,LADY MELISSA,Purse Seine,Comeau,60,Comeau Tag Retrievals 2023.xlsx,2023-07-19 LADY MELISSA,
1636,475395,AREA 1 GRAND MANAN,2023-07-19,MELISSA / SEALIFE II MIX,Purse Seine,Comeau,95,Comeau Tag Retrievals 2023.xlsx,2023-07-19 MELISSA / SEALIFE II MIX,
1637,557233,AREA 1 GRAND MANAN,2023-07-19,MELISSA / SEALIFE II MIX,Purse Seine,Comeau,95,Comeau Tag Retrievals 2023.xlsx,2023-07-19 MELISSA / SEALIFE II MIX,
1638,501859,AREA 1 GRAND MANAN,2023-07-20,LADY MELISSA,Purse Seine,Comeau,46,Comeau Tag Retrievals 2023.xlsx,2023-07-20 LADY MELISSA,
1639,559752,AREA 1 GRAND MANAN,2023-07-20,LADY MELISSA,Purse Seine,Comeau,46,Comeau Tag Retrievals 2023.xlsx,2023-07-20 LADY MELISSA,
1640,562360,AREA 1 GRAND MANAN,2023-07-20,LADY MELISSA,Purse Seine,Comeau,46,Comeau Tag Retrievals 2023.xlsx,2023-07-20 LADY MELISSA,
1641,549606,AREA 1 GRAND MANAN,2023-07-20,MELISSA / SEALIFE II MIX,Purse Seine,Comeau,63,Comeau Tag Retrievals 2023.xlsx,2023-07-20 MELISSA / SEALIFE II MIX,
1642,558199,AREA 1 GRAND MANAN,2023-07-20,MELISSA / SEALIFE II MIX,Purse Seine,Comeau,63,Comeau Tag Retrievals 2023.xlsx,2023-07-20 MELISSA / SEALIFE II MIX,
1643,563867,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1644,564044,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1645,564208,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1646,564311,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1647,564326,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1648,564381,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1649,564385,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1650,564409,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1651,564548,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1652,572488,Scots Bay (Area 8),2023-08-29,LADY MELISSA,Purse Seine,Comeau,34,Comeau Tag Retrievals 2023.xlsx,2023-08-29 LADY MELISSA,
1653,564004,Scots Bay (Area 8),2023-08-29,SEALIFE II,Purse Seine,Comeau,17,Comeau Tag Retrievals 2023.xlsx,2023-08-29 SEALIFE II,
1654,572293,Scots Bay (Area 8),2023-08-29,SEALIFE II,Purse Seine,Comeau,17,Comeau Tag Retrievals 2023.xlsx,2023-08-29 SEALIFE II,
1655,572780,German Bank (Area 7),2023-08-30,LADY JANICE II,Purse Seine,Comeau,63,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY JANICE II,
1656,471488,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1657,471497,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1658,471555,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1659,471570,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1660,471600,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1661,471601,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1662,471608,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1663,471619,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1664,471682,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1665,564012,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1666,564016,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1667,564043,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1668,564047,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1669,564052,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1670,564083,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1671,564111,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1672,564331,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
1673,564335,Scots Bay (Area 8),2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,Comeau Tag Retrievals 2023.xlsx,2023-08-30 LADY MELISSA,
