id,id,Region_ID,Region_name,Region_class,Process_ID,Interval,Layer,Depth_mean,Ping_S,Ping_E,Dist_S,Dist_E,Date_S,Time_S,Date_E,Time_E,Lat_S,Lon_S,Lat_E,Lon_E,Program_version,Processing_date,Processing_time,EV_filename,PRC_ABC,Frequency,Region_notes
292,292,5,MS_T04,Transect,3120,100,1,19.517174,22306,22523,99001.13238,99995.84652,20240506, 01:26:26.8350,20240506, 01:30:03.8450,45.28969949,-65.00568985,45.28618613,-65.01698328,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.01165E-07,38,
293,293,5,MS_T04,Transect,3120,101,1,22.098052,22524,22744,100000.2854,100997.4324,20240506, 01:30:04.8350,20240506, 01:33:44.8350,45.28617483,-65.0170375,45.28273637,-65.02832426,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.57484E-07,38,
294,294,5,MS_T04,Transect,3120,102,1,26.910384,22745,22979,101002.9715,101996.9272,20240506, 01:33:45.8370,20240506, 01:37:39.8350,45.28271586,-65.02838849,45.27925477,-65.03970511,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.2888E-07,38,
295,295,5,MS_T04,Transect,3120,103,1,30.569442,22980,23211,102001.3554,102996.0252,20240506, 01:37:40.8350,20240506, 01:41:31.8370,45.27923811,-65.03975581,45.27577237,-65.05103919,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.03512E-07,38,
296,296,5,MS_T04,Transect,3120,104,1,30.89269,23212,23215,103001.5714,103013.8082,20240506, 01:41:32.8420,20240506, 01:41:35.8350,45.27576393,-65.05110865,45.27575,-65.05126082,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.82687E-09,38,
297,297,6,MS_T05,Transect,3120,105,1,30.700377,23617,23659,104848.3389,104998.9125,20240506, 01:48:17.8360,20240506, 01:48:59.8370,45.28988613,-65.04970851,45.28997392,-65.0482799,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,0,38,
298,298,6,MS_T05,Transect,3120,106,1,29.940078,23660,23911,105002.3893,105998.1666,20240506, 01:49:00.8360,20240506, 01:53:11.8350,45.28999222,-65.04824501,45.29319087,-65.03677743,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.34094E-07,38,
299,299,6,MS_T05,Transect,3120,107,1,27.793094,23912,24149,106000.7896,106995.5712,20240506, 01:53:12.8360,20240506, 01:57:09.8350,45.29320278,-65.0367525,45.29669742,-65.02544474,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.37642E-05,38,
300,300,6,MS_T05,Transect,3120,108,1,27.90416,24150,24381,107000.289,107999.513,20240506, 01:57:10.8360,20240506, 02:01:01.8340,45.29671238,-65.02539336,45.30016075,-65.01405998,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,8.76737E-06,38,
301,301,6,MS_T05,Transect,3120,109,1,25.656763,24382,24625,108004.5522,108999.9391,20240506, 02:01:02.8340,20240506, 02:05:05.8350,45.30017902,-65.0140102,45.30367293,-65.00272732,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.34509E-06,38,
302,302,6,MS_T05,Transect,3120,110,1,25.172706,24626,24896,109002.1507,109997.845,20240506, 02:05:06.8340,20240506, 02:09:36.8340,45.30367979,-65.0027038,45.30702947,-64.9914836,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,8.64453E-06,38,
303,303,6,MS_T05,Transect,3120,111,1,24.659002,24897,25165,110003.0575,110999.4348,20240506, 02:09:37.8340,20240506, 02:14:05.8350,45.30704885,-64.99144846,45.31048781,-64.9802584,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,7.48915E-05,38,
304,304,6,MS_T05,Transect,3120,112,1,22.790612,25166,25428,111001.5197,111998.5298,20240506, 02:14:06.8340,20240506, 02:18:28.8360,45.31049623,-64.98023478,45.31386959,-64.96916471,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,3.80023E-06,38,
305,305,6,MS_T05,Transect,3120,113,1,20.931144,25429,25683,112003.5143,112995.6903,20240506, 02:18:29.8350,20240506, 02:22:43.8350,45.31388455,-64.96910484,45.31725786,-64.95791118,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.73869E-06,38,
306,306,6,MS_T05,Transect,3120,114,1,20.112151,25684,25927,113000.279,113999.0963,20240506, 02:22:44.8340,20240506, 02:26:47.8340,45.31727446,-64.95785787,45.32076634,-64.94650414,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,4.01839E-07,38,
307,307,6,MS_T05,Transect,3120,115,1,18.20882,25928,26168,114001.2345,114999.6928,20240506, 02:26:48.8340,20240506, 02:30:48.8350,45.32077805,-64.94648418,45.32422485,-64.93509729,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.60766E-07,38,
308,308,6,MS_T05,Transect,3120,116,1,18.082303,26169,26395,115003.5921,115996.037,20240506, 02:30:49.8340,20240506, 02:34:35.8350,45.32423315,-64.93504907,45.32768813,-64.92380048,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,2.78022E-07,38,
309,309,6,MS_T05,Transect,3120,117,1,15.453351,26396,26612,116002.4959,116999.1825,20240506, 02:34:36.8340,20240506, 02:38:12.8340,45.32770317,-64.92372113,45.33115967,-64.91231565,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,1.59007E-07,38,
310,310,6,MS_T05,Transect,3120,118,1,16.225611,26613,26830,117003.8008,117998.5013,20240506, 02:38:13.8340,20240506, 02:41:50.8360,45.33117648,-64.91226208,45.33462321,-64.90097281,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.63677E-07,38,
311,311,6,MS_T05,Transect,3120,119,1,17.364936,26831,27041,118002.5671,118997.7267,20240506, 02:41:51.8350,20240506, 02:45:21.8460,45.33463976,-64.90092708,45.33810156,-64.88948016,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,5.09557E-07,38,
312,312,6,MS_T05,Transect,3120,120,1,17.86925,27042,27094,119003.9006,119255.149,20240506, 02:45:22.8370,20240506, 02:46:14.8360,45.33811493,-64.88940377,45.33902332,-64.88652342,14.0.206.0,20240514, 11:11:25.3380,MS_May05_2024,8.37724E-08,38,
