Year,Month,Date,Vessel,Area,Type,Size,Fat
2007,7,2007-07-17,Lady Janice,German Bank,Filet,Small,15
2007,7,2007-07-17,Lady Janice,German Bank,Filet,Small,16.6
2007,7,2007-07-17,Lady Janice,German Bank,Filet,Medium,13.8
2007,7,2007-07-17,Lady Janice,German Bank,Filet,Medium,16.2
2007,7,2007-07-17,Lady Janice,German Bank,Filet,Medium,16.8
2007,7,2007-07-17,Lady Melissa,German Bank,Dressed,Small,16.2
2007,7,2007-07-17,Lady Melissa,German Bank,Dressed,Small,13.4
2007,7,2007-07-17,Lady Melissa,German Bank,Dressed,Medium,17
2007,7,2007-07-17,Lady Melissa,German Bank,Dressed,Medium,14.8
2007,7,2007-07-17,Lady Melissa,German Bank,Dressed,Large,7.8
2007,7,2007-07-17,Lady Melissa,German Bank,Dressed,Large,14
2007,7,2007-07-16,Lady Janice,German Bank,Filet,Small,16.4
2007,7,2007-07-16,Lady Janice,German Bank,Filet,Small,11.2
2007,7,2007-07-16,Lady Janice,German Bank,Filet,Small,17.2
2007,7,2007-07-16,Lady Janice,German Bank,Filet,Medium,18.4
2007,7,2007-07-16,Lady Janice,German Bank,Filet,Medium,14.2
2007,7,2007-07-16,Lady Janice,German Bank,Filet,Medium,18.4
2007,7,2007-07-13,Lady Melissa,Not Specified,Filet,Small,12.4
2007,7,2007-07-13,Lady Melissa,Not Specified,Filet,Small,17
2007,7,2007-07-13,Lady Melissa,Not Specified,Filet,Small,13
2007,7,2007-07-13,Lady Melissa,Not Specified,Filet,Medium,16.2
2007,7,2007-07-13,Lady Melissa,Not Specified,Filet,Medium,15.4
2007,7,2007-07-13,Lady Melissa,Not Specified,Filet,Medium,14.8
2007,7,2007-07-13,Lady Melissa,Not Specified,Dressed,Small,18.4
2007,7,2007-07-13,Lady Melissa,Not Specified,Dressed,Small,19.2
2007,7,2007-07-13,Lady Melissa,Not Specified,Dressed,Medium,17.4
2007,7,2007-07-13,Lady Melissa,Not Specified,Dressed,Medium,15.6
2007,7,2007-07-13,Lady Melissa,Not Specified,Dressed,Large,19.8
2007,7,2007-07-13,Lady Melissa,Not Specified,Dressed,Large,16.8
2007,7,2007-07-12,Lady Noreen,Not Specified,Dressed,Small,20.2
2007,7,2007-07-12,Lady Noreen,Not Specified,Dressed,Small,15.8
2007,7,2007-07-12,Lady Noreen,Not Specified,Dressed,Medium,17.8
2007,7,2007-07-12,Lady Noreen,Not Specified,Dressed,Medium,19
2007,7,2007-07-12,Lady Noreen,Not Specified,Dressed,Large,17.8
2007,7,2007-07-12,Lady Noreen,Not Specified,Dressed,Large,16.4
2007,7,2007-07-12,Lady Melissa,Not Specified,Filet,Small,16.8
2007,7,2007-07-12,Lady Melissa,Not Specified,Filet,Small,13.4
2007,7,2007-07-12,Lady Melissa,Not Specified,Filet,Medium,22
2007,7,2007-07-12,Lady Melissa,Not Specified,Filet,Medium,18.8
2007,7,2007-07-12,Lady Melissa,Not Specified,Filet,Medium,21.2
2007,7,2007-07-12,Lady Melissa,Not Specified,Filet,Large,21
2007,7,2007-07-11,Lady Noreen,Not Specified,Filet,Small,18.2
2007,7,2007-07-11,Lady Noreen,Not Specified,Filet,Small,17.2
2007,7,2007-07-11,Lady Noreen,Not Specified,Filet,Small,18.6
2007,7,2007-07-11,Lady Noreen,Not Specified,Filet,Medium,20.4
2007,7,2007-07-11,Lady Noreen,Not Specified,Filet,Medium,19.4
2007,7,2007-07-11,Lady Noreen,Not Specified,Filet,Medium,19.2
2007,7,2007-07-11,Lady Melissa,Not Specified,Dressed,Small,15.2
2007,7,2007-07-11,Lady Melissa,Not Specified,Dressed,Small,16.8
2007,7,2007-07-11,Lady Melissa,Not Specified,Dressed,Medium,16.6
2007,7,2007-07-11,Lady Melissa,Not Specified,Dressed,Medium,17.2
2007,7,2007-07-11,Lady Melissa,Not Specified,Dressed,Large,13.8
2007,7,2007-07-11,Lady Melissa,Not Specified,Dressed,Large,18.4
2007,7,2007-07-10,Lady Melissa,Not Specified,Filet,Small,19.8
2007,7,2007-07-10,Lady Melissa,Not Specified,Filet,Small,20.8
2007,7,2007-07-10,Lady Melissa,Not Specified,Filet,Medium,15.6
2007,7,2007-07-10,Lady Melissa,Not Specified,Filet,Medium,18.8
2007,7,2007-07-10,Lady Melissa,Not Specified,Filet,Large,17.8
2007,7,2007-07-10,Lady Melissa,Not Specified,Filet,Large,21
2007,7,2007-07-10,Lady Melissa,Not Specified,Dressed,Small,14.8
2007,7,2007-07-10,Lady Melissa,Not Specified,Dressed,Small,17.8
2007,7,2007-07-10,Lady Melissa,Not Specified,Dressed,Medium,9.8
2007,7,2007-07-10,Lady Melissa,Not Specified,Dressed,Medium,17.6
2007,7,2007-07-10,Lady Melissa,Not Specified,Dressed,Large,15.2
2007,7,2007-07-10,Lady Melissa,Not Specified,Dressed,Large,20.8
2007,7,2007-07-09,Lady Melissa,Teardrop,Filet,Small,16.4
2007,7,2007-07-09,Lady Melissa,Teardrop,Filet,Small,19
2007,7,2007-07-09,Lady Melissa,Teardrop,Filet,Small,17.2
2007,7,2007-07-09,Lady Melissa,Teardrop,Filet,Medium,17.8
2007,7,2007-07-09,Lady Melissa,Teardrop,Filet,Medium,17.2
2007,7,2007-07-09,Lady Melissa,Teardrop,Filet,Medium,16.6
2007,7,2007-07-07,Lady Melissa,German Bank,Filet,Small,16.2
2007,7,2007-07-07,Lady Melissa,German Bank,Filet,Small,17
2007,7,2007-07-07,Lady Melissa,German Bank,Filet,Medium,17
2007,7,2007-07-07,Lady Melissa,German Bank,Filet,Medium,17.4
2007,7,2007-07-07,Lady Melissa,German Bank,Filet,Large,20.2
2007,7,2007-07-07,Lady Melissa,German Bank,Filet,Large,16.4
2007,7,2007-07-07,Lady Melissa,Not Specified,Filet,Small,10.4
2007,7,2007-07-07,Lady Melissa,Not Specified,Filet,Small,13.6
2007,7,2007-07-07,Lady Melissa,Not Specified,Filet,Small,19.4
2007,7,2007-07-07,Lady Melissa,Not Specified,Filet,Medium,15
2007,7,2007-07-07,Lady Melissa,Not Specified,Filet,Medium,15.6
2007,7,2007-07-07,Lady Melissa,Not Specified,Filet,Medium,16.8
2007,7,2007-07-05,Lady Noreen,Lurcher,Filet,Small,21.6
2007,7,2007-07-05,Lady Noreen,Lurcher,Filet,Small,17.2
2007,7,2007-07-05,Lady Noreen,Lurcher,Filet,Small,17.6
2007,7,2007-07-05,Lady Noreen,Lurcher,Filet,Medium,14
2007,7,2007-07-05,Lady Noreen,Lurcher,Filet,Medium,20
2007,7,2007-07-05,Lady Noreen,Lurcher,Filet,Medium,20
2007,7,2007-07-04,Lady Janice,Teardrop,Filet,Small,19.4
2007,7,2007-07-04,Lady Janice,Teardrop,Filet,Small,17.2
2007,7,2007-07-04,Lady Janice,Teardrop,Filet,Small,17.4
2007,7,2007-07-04,Lady Janice,Teardrop,Filet,Medium,18.8
2007,7,2007-07-04,Lady Janice,Teardrop,Filet,Medium,18.6
2007,7,2007-07-04,Lady Janice,Teardrop,Filet,Medium,19.8
2007,7,2007-07-03,Lady Noreen,Teardrop,Filet,Small,13.2
2007,7,2007-07-03,Lady Noreen,Teardrop,Filet,Small,12.2
2007,7,2007-07-03,Lady Noreen,Teardrop,Filet,Medium,16.6
2007,7,2007-07-03,Lady Noreen,Teardrop,Filet,Medium,12.8
2007,7,2007-07-03,Lady Noreen,Teardrop,Filet,Large,13.8
2007,7,2007-07-03,Lady Noreen,Teardrop,Filet,Large,18.4
2007,7,2007-07-02,Lady Melissa,Teardrop,Filet,Small,17.2
2007,7,2007-07-02,Lady Melissa,Teardrop,Filet,Small,12.4
2007,7,2007-07-02,Lady Melissa,Teardrop,Filet,Small,19.2
2007,7,2007-07-02,Lady Melissa,Teardrop,Filet,Medium,17.8
2007,7,2007-07-02,Lady Melissa,Teardrop,Filet,Medium,10.2
2007,7,2007-07-02,Lady Melissa,Teardrop,Filet,Medium,16.8
2007,6,2007-06-30,Lady Noreen,Teardrop,Filet,Small,17.6
2007,6,2007-06-30,Lady Noreen,Teardrop,Filet,Small,18
2007,6,2007-06-30,Lady Noreen,Teardrop,Filet,Small,20.6
2007,6,2007-06-30,Lady Noreen,Teardrop,Filet,Medium,17.6
2007,6,2007-06-30,Lady Noreen,Teardrop,Filet,Medium,16.8
2007,6,2007-06-30,Lady Noreen,Teardrop,Filet,Medium,17.8
2007,6,2007-06-30,Lady Melissa,Teardrop,Filet,Small,19.6
2007,6,2007-06-30,Lady Melissa,Teardrop,Filet,Small,19.2
2007,6,2007-06-30,Lady Melissa,Teardrop,Filet,Small,19.2
2007,6,2007-06-30,Lady Melissa,Teardrop,Filet,Medium,17
2007,6,2007-06-30,Lady Melissa,Teardrop,Filet,Medium,20
2007,6,2007-06-30,Lady Melissa,Teardrop,Filet,Medium,20.4
2007,6,2007-06-29,Lady Noreen,Teardrop,Filet,Small,18.8
2007,6,2007-06-29,Lady Noreen,Teardrop,Filet,Small,19.6
2007,6,2007-06-29,Lady Noreen,Teardrop,Filet,Medium,11
2007,6,2007-06-29,Lady Noreen,Teardrop,Filet,Medium,20
2007,6,2007-06-29,Lady Noreen,Teardrop,Filet,Large,17.6
2007,6,2007-06-29,Lady Noreen,Teardrop,Filet,Large,18.8
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Small,20
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Small,17.6
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Medium,19.2
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Medium,17
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Large,17.8
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Large,22.2
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Small,15.2
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Small,17.2
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Small,21
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Medium,18
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Medium,17.6
2007,6,2007-06-28,Lady Melissa,Teardrop,Filet,Medium,18.2
2007,6,2007-06-27,Lady Janice,Teardrop,Filet,Small,14.6
2007,6,2007-06-27,Lady Janice,Teardrop,Filet,Small,17
2007,6,2007-06-27,Lady Janice,Teardrop,Filet,Medium,16
2007,6,2007-06-27,Lady Janice,Teardrop,Filet,Medium,18
2007,6,2007-06-27,Lady Janice,Teardrop,Filet,Large,17.4
2007,6,2007-06-27,Lady Janice,Teardrop,Filet,Large,16.6
2007,6,2007-06-27,Lady Noreen,Teardrop,Filet,Small,19.4
2007,6,2007-06-27,Lady Noreen,Teardrop,Filet,Small,19.6
2007,6,2007-06-27,Lady Noreen,Teardrop,Filet,Small,19
2007,6,2007-06-27,Lady Noreen,Teardrop,Filet,Medium,21.6
2007,6,2007-06-27,Lady Noreen,Teardrop,Filet,Medium,18
2007,6,2007-06-27,Lady Noreen,Teardrop,Filet,Medium,17.2
2007,6,2007-06-26,Lady Noreen,Teardrop,Dressed,Small,16.4
2007,6,2007-06-26,Lady Noreen,Teardrop,Dressed,Small,11
2007,6,2007-06-26,Lady Noreen,Teardrop,Dressed,Medium,15.2
2007,6,2007-06-26,Lady Noreen,Teardrop,Dressed,Medium,13
2007,6,2007-06-26,Lady Noreen,Teardrop,Dressed,Large,20.6
2007,6,2007-06-26,Lady Noreen,Teardrop,Dressed,Large,19
2007,6,2007-06-26,Lady Noreen,Teardrop,Filet,Small,16
2007,6,2007-06-26,Lady Noreen,Teardrop,Filet,Small,17.8
2007,6,2007-06-26,Lady Noreen,Teardrop,Filet,Small,18
2007,6,2007-06-26,Lady Noreen,Teardrop,Filet,Medium,15.2
2007,6,2007-06-26,Lady Noreen,Teardrop,Filet,Medium,17.4
2007,6,2007-06-26,Lady Noreen,Teardrop,Filet,Medium,17
2007,6,2007-06-10,Lady Noreen,Bullpen,Filet,Small,15.6
2007,6,2007-06-10,Lady Noreen,Bullpen,Filet,Small,17.2
2007,6,2007-06-10,Lady Noreen,Bullpen,Filet,Medium,18.4
2007,6,2007-06-10,Lady Noreen,Bullpen,Filet,Medium,18.6
2007,6,2007-06-10,Lady Noreen,Bullpen,Filet,Large,15.4
2007,6,2007-06-10,Lady Noreen,Bullpen,Filet,Large,15.2
2007,6,2007-06-10,Lady Janice,Bullpen,Filet,Small,13.4
2007,6,2007-06-10,Lady Janice,Bullpen,Filet,Small,17
2007,6,2007-06-10,Lady Janice,Bullpen,Filet,Small,14
2007,6,2007-06-10,Lady Janice,Bullpen,Filet,Medium,20.8
2007,6,2007-06-10,Lady Janice,Bullpen,Filet,Medium,19.6
2007,6,2007-06-10,Lady Janice,Bullpen,Filet,Medium,15.6
2007,6,2007-06-08,Sealife II,Bullpen,Filet,Small,13.2
2007,6,2007-06-08,Sealife II,Bullpen,Filet,Small,13
2007,6,2007-06-08,Sealife II,Bullpen,Filet,Small,12.4
2007,6,2007-06-08,Sealife II,Bullpen,Filet,Medium,16.2
2007,6,2007-06-08,Sealife II,Bullpen,Filet,Medium,15.2
2007,6,2007-06-08,Sealife II,Bullpen,Filet,Medium,13.6
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Small,16.4
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Small,17.2
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Medium,19.6
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Medium,18.6
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Large,18.8
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Large,14.4
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Small,14.2
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Small,17.6
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Small,17.2
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Medium,14.8
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Medium,15.8
2007,6,2007-06-08,Lady Melissa,Bullpen,Filet,Medium,14
2007,6,2007-06-01,Sealife II,Bullpen,Filet,Small,13
2007,6,2007-06-01,Sealife II,Bullpen,Filet,Small,12.8
2007,6,2007-06-01,Sealife II,Bullpen,Filet,Small,11.2
2007,6,2007-06-01,Sealife II,Bullpen,Filet,Medium,12.4
2007,6,2007-06-01,Sealife II,Bullpen,Filet,Medium,14.8
2007,6,2007-06-01,Sealife II,Bullpen,Filet,Medium,12
2007,5,2007-05-30,Lady Melissa,Bullpen,Filet,Small,13.4
2007,5,2007-05-30,Lady Melissa,Bullpen,Filet,Small,12.4
2007,5,2007-05-30,Lady Melissa,Bullpen,Filet,Small,13.8
2007,5,2007-05-30,Lady Melissa,Bullpen,Filet,Medium,12.4
2007,5,2007-05-30,Lady Melissa,Bullpen,Filet,Medium,16.6
2007,5,2007-05-30,Lady Melissa,Bullpen,Filet,Medium,13.6
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Small,13.4
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Small,11.6
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Medium,13.8
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Medium,12.8
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Large,13.2
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Large,13
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Small,12.4
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Small,14.8
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Small,9.4
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Medium,10.6
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Medium,12.2
2007,5,2007-05-28,Lady Melissa,Bullpen,Filet,Medium,12.8
2007,5,2007-05-26,Lady Melissa,Bullpen,Filet,Small,12.2
2007,5,2007-05-26,Lady Melissa,Bullpen,Filet,Small,10.4
2007,5,2007-05-26,Lady Melissa,Bullpen,Filet,Small,9.6
2007,5,2007-05-26,Lady Melissa,Bullpen,Filet,Medium,11
2007,5,2007-05-26,Lady Melissa,Bullpen,Filet,Medium,11.4
2007,5,2007-05-26,Lady Melissa,Bullpen,Filet,Medium,11.2
2006,10,2006-10-14,Lady Melissa,German Bank,Filet,Small,7.6
2006,10,2006-10-14,Lady Melissa,German Bank,Filet,Small,6.6
2006,10,2006-10-14,Lady Melissa,German Bank,Filet,Small,7.8
2006,10,2006-10-14,Lady Melissa,German Bank,Filet,Medium,8.2
2006,10,2006-10-14,Lady Melissa,German Bank,Filet,Medium,8.6
2006,10,2006-10-14,Lady Melissa,German Bank,Filet,Medium,7
2006,10,2006-10-10,Lady Janice,German Bank,Filet,Small,7.6
2006,10,2006-10-10,Lady Janice,German Bank,Filet,Small,10.8
2006,10,2006-10-10,Lady Janice,German Bank,Filet,Small,7.8
2006,10,2006-10-10,Lady Janice,German Bank,Filet,Medium,7.4
2006,10,2006-10-10,Lady Janice,German Bank,Filet,Medium,10.2
2006,10,2006-10-10,Lady Janice,German Bank,Filet,Medium,7.4
2006,10,2006-10-09,Lady Melissa,Not Specified,Filet,Small,6
2006,10,2006-10-09,Lady Melissa,Not Specified,Filet,Small,8.2
2006,10,2006-10-09,Lady Melissa,Not Specified,Filet,Small,6.8
2006,10,2006-10-09,Lady Melissa,Not Specified,Filet,Medium,8.4
2006,10,2006-10-09,Lady Melissa,Not Specified,Filet,Medium,9.2
2006,10,2006-10-09,Lady Melissa,Not Specified,Filet,Medium,9.4
2006,10,2006-10-08,Lady Noreen,German Bank,Filet,Small,10
2006,10,2006-10-08,Lady Noreen,German Bank,Filet,Small,9
2006,10,2006-10-08,Lady Noreen,German Bank,Filet,Small,7.8
2006,10,2006-10-08,Lady Noreen,German Bank,Filet,Medium,9.2
2006,10,2006-10-08,Lady Noreen,German Bank,Filet,Medium,8.2
2006,10,2006-10-08,Lady Noreen,German Bank,Filet,Medium,7.8
2006,10,2006-10-07,Lady Janice,German Bank,Filet,Small,8.8
2006,10,2006-10-07,Lady Janice,German Bank,Filet,Small,3.8
2006,10,2006-10-07,Lady Janice,German Bank,Filet,Small,6.6
2006,10,2006-10-07,Lady Janice,German Bank,Filet,Medium,7.4
2006,10,2006-10-07,Lady Janice,German Bank,Filet,Medium,4.2
2006,10,2006-10-07,Lady Janice,German Bank,Filet,Medium,8.8
2006,10,2006-10-06,Lady Melissa,German Bank,Filet,Small,6
2006,10,2006-10-06,Lady Melissa,German Bank,Filet,Small,8.8
2006,10,2006-10-06,Lady Melissa,German Bank,Filet,Small,6.8
2006,10,2006-10-06,Lady Melissa,German Bank,Filet,Medium,8.6
2006,10,2006-10-06,Lady Melissa,German Bank,Filet,Medium,9
2006,10,2006-10-06,Lady Melissa,German Bank,Filet,Medium,9.6
2006,10,2006-10-04,Lady Melissa,German Bank,Filet,Small,9.2
2006,10,2006-10-04,Lady Melissa,German Bank,Filet,Small,8
2006,10,2006-10-04,Lady Melissa,German Bank,Filet,Small,6.4
2006,10,2006-10-04,Lady Melissa,German Bank,Filet,Medium,15.8
2006,10,2006-10-04,Lady Melissa,German Bank,Filet,Medium,11
2006,10,2006-10-04,Lady Melissa,German Bank,Filet,Medium,6
2006,10,2006-10-01,Sealife II,German Bank,Filet,Small,9.4
2006,10,2006-10-01,Sealife II,German Bank,Filet,Small,7.6
2006,10,2006-10-01,Sealife II,German Bank,Filet,Small,9.8
2006,10,2006-10-01,Sealife II,German Bank,Filet,Medium,8.2
2006,10,2006-10-01,Sealife II,German Bank,Filet,Medium,8.6
2006,10,2006-10-01,Sealife II,German Bank,Filet,Medium,9.4
2006,9,2006-09-21,Lady Melissa,Not Specified,Filet,Small,4.6
2006,9,2006-09-21,Lady Melissa,Not Specified,Filet,Small,14.4
2006,9,2006-09-21,Lady Melissa,Not Specified,Filet,Small,10.2
2006,9,2006-09-21,Lady Melissa,Not Specified,Filet,Large,15
2006,9,2006-09-21,Lady Melissa,Not Specified,Filet,Large,6.6
2006,9,2006-09-21,Lady Melissa,Not Specified,Filet,Large,9
2006,9,2006-09-20,Lady Janice,German Bank,Filet,Small,9.4
2006,9,2006-09-20,Lady Janice,German Bank,Filet,Small,14.4
2006,9,2006-09-20,Lady Janice,German Bank,Filet,Small,10.2
2006,9,2006-09-20,Lady Janice,German Bank,Filet,Medium,15
2006,9,2006-09-20,Lady Janice,German Bank,Filet,Medium,6.6
2006,9,2006-09-20,Lady Janice,German Bank,Filet,Medium,9
2006,9,2006-09-19,Lady Melissa,German Bank,Filet,Small,10.4
2006,9,2006-09-19,Lady Melissa,German Bank,Filet,Small,10.6
2006,9,2006-09-19,Lady Melissa,German Bank,Filet,Small,8.6
2006,9,2006-09-19,Lady Melissa,German Bank,Filet,Medium,9.8
2006,9,2006-09-19,Lady Melissa,German Bank,Filet,Medium,9.4
2006,9,2006-09-19,Lady Melissa,German Bank,Filet,Medium,10.2
2006,9,2006-09-19,Lady Janice,German Bank,Filet,Small,11.2
2006,9,2006-09-19,Lady Janice,German Bank,Filet,Small,8.4
2006,9,2006-09-19,Lady Janice,German Bank,Filet,Small,6.8
2006,9,2006-09-19,Lady Janice,German Bank,Filet,Medium,9.8
2006,9,2006-09-19,Lady Janice,German Bank,Filet,Medium,8.9
2006,9,2006-09-19,Lady Janice,German Bank,Filet,Medium,8.8
2006,9,2006-09-18,Lady Janice,German Bank,Filet,Small,10
2006,9,2006-09-18,Lady Janice,German Bank,Filet,Small,9
2006,9,2006-09-18,Lady Janice,German Bank,Filet,Small,8
2006,9,2006-09-18,Lady Janice,German Bank,Filet,Medium,14.6
2006,9,2006-09-18,Lady Janice,German Bank,Filet,Medium,12.6
2006,9,2006-09-18,Lady Janice,German Bank,Filet,Medium,10.8
2006,9,2006-09-13,Lady Janice,German Bank,milt,Small,9.8
2006,9,2006-09-13,Lady Janice,German Bank,milt,Small,11
2006,9,2006-09-13,Lady Janice,German Bank,milt,Small,12
2006,9,2006-09-13,Lady Janice,German Bank,roe,Large,7.2
2006,9,2006-09-13,Lady Janice,German Bank,roe,Large,12.2
2006,9,2006-09-13,Lady Janice,German Bank,roe,Large,10.6
2006,9,2006-09-12,Lady Janice,Not Specified,Filet,Small,12.4
2006,9,2006-09-12,Lady Janice,Not Specified,Filet,Small,7.6
2006,9,2006-09-12,Lady Janice,Not Specified,Filet,Small,6.2
2006,9,2006-09-12,Lady Janice,Not Specified,Filet,Medium,7.6
2006,9,2006-09-12,Lady Janice,Not Specified,Filet,Medium,11
2006,9,2006-09-12,Lady Janice,Not Specified,Filet,Medium,6
2006,9,2006-09-11,Lady Melissa,German Bank,Filet,Small,11.8
2006,9,2006-09-11,Lady Melissa,German Bank,Filet,Small,10.8
2006,9,2006-09-11,Lady Melissa,German Bank,Filet,Small,13.6
2006,9,2006-09-11,Lady Melissa,German Bank,Filet,Medium,14.4
2006,9,2006-09-11,Lady Melissa,German Bank,Filet,Medium,9.2
2006,9,2006-09-11,Lady Melissa,German Bank,Filet,Medium,12.4
2006,9,2006-09-11,Lady Melissa,Not Specified,Dressed,Small,8.2
2006,9,2006-09-11,Lady Melissa,Not Specified,Dressed,Small,7
2006,9,2006-09-11,Lady Melissa,Not Specified,Dressed,Small,6.4
2006,9,2006-09-11,Lady Melissa,Not Specified,Dressed,Medium,8.8
2006,9,2006-09-11,Lady Melissa,Not Specified,Dressed,Medium,11.6
2006,9,2006-09-11,Lady Melissa,Not Specified,Filet,Small,12.6
2006,9,2006-09-11,Lady Melissa,Not Specified,Filet,Small,13.6
2006,9,2006-09-11,Lady Melissa,Not Specified,Filet,Small,12.4
2006,9,2006-09-11,Lady Melissa,Not Specified,Filet,Small,14
2006,9,2006-09-11,Lady Melissa,Not Specified,Filet,Medium,11.6
2006,9,2006-09-11,Lady Melissa,Not Specified,Filet,Medium,11.6
2006,9,2006-09-01,Lady Noreen,German Bank,Dressed,Small,11.4
2006,9,2006-09-01,Lady Noreen,German Bank,Dressed,Small,9.6
2006,9,2006-09-01,Lady Noreen,German Bank,Dressed,Small,12.8
2006,9,2006-09-01,Lady Noreen,German Bank,Dressed,Medium,6.8
2006,9,2006-09-01,Lady Noreen,German Bank,Dressed,Medium,13.2
2006,9,2006-09-01,Lady Noreen,German Bank,Dressed,Medium,15.2
2006,9,2006-09-01,Lady Noreen,German Bank,Filet,Small,10.6
2006,9,2006-09-01,Lady Noreen,German Bank,Filet,Small,10
2006,9,2006-09-01,Lady Noreen,German Bank,Filet,Small,8.6
2006,9,2006-09-01,Lady Noreen,German Bank,Filet,Medium,14.6
2006,9,2006-09-01,Lady Noreen,German Bank,Filet,Medium,17.8
2006,9,2006-09-01,Lady Noreen,German Bank,Filet,Medium,15.6
2006,9,2006-09-01,Lady Janice,German Bank,Filet,Small,8.4
2006,9,2006-09-01,Lady Janice,German Bank,Filet,Small,10.2
2006,9,2006-09-01,Lady Janice,German Bank,Filet,Small,15.8
2006,9,2006-09-01,Lady Janice,German Bank,Filet,Medium,9.8
2006,9,2006-09-01,Lady Janice,German Bank,Filet,Medium,13.4
2006,9,2006-09-01,Lady Janice,German Bank,Filet,Medium,11.6
2006,9,2006-09-01,Lady Janice,German Bank,Dressed,Small,9.8
2006,9,2006-09-01,Lady Janice,German Bank,Dressed,Small,10.2
2006,9,2006-09-01,Lady Janice,German Bank,Dressed,Small,16.8
2006,9,2006-09-01,Lady Janice,German Bank,Dressed,Medium,11.4
2006,9,2006-09-01,Lady Janice,German Bank,Dressed,Medium,12.4
2006,9,2006-09-01,Lady Janice,German Bank,Dressed,Medium,6.8
2006,8,2006-08-30,Lady Noreen,German Bank,Filet,Small,16
2006,8,2006-08-30,Lady Noreen,German Bank,Filet,Small,12
2006,8,2006-08-30,Lady Noreen,German Bank,Filet,Small,10.6
2006,8,2006-08-30,Lady Noreen,German Bank,Filet,Medium,18.6
2006,8,2006-08-30,Lady Noreen,German Bank,Filet,Medium,15.4
2006,8,2006-08-30,Lady Noreen,German Bank,Filet,Medium,14.2
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Small,9.8
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Small,11.6
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Small,17
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Medium,11.6
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Medium,11.8
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Medium,16
2006,8,2006-08-30,Lady Melissa,German Bank,Dressed,Small,12.2
2006,8,2006-08-30,Lady Melissa,German Bank,Dressed,Small,10.6
2006,8,2006-08-30,Lady Melissa,German Bank,Dressed,Small,13.4
2006,8,2006-08-30,Lady Melissa,German Bank,Dressed,Medium,11.2
2006,8,2006-08-30,Lady Melissa,German Bank,Dressed,Medium,12.6
2006,8,2006-08-30,Lady Melissa,German Bank,Dressed,Medium,12.6
2006,8,2006-08-30,Lady Melissa,Not Specified,Filet,Small,12
2006,8,2006-08-30,Lady Melissa,Not Specified,Filet,Small,14.8
2006,8,2006-08-30,Lady Melissa,Not Specified,Filet,Small,18.4
2006,8,2006-08-30,Lady Melissa,Not Specified,Filet,Medium,11.4
2006,8,2006-08-30,Lady Melissa,Not Specified,Filet,Medium,14.6
2006,8,2006-08-30,Lady Melissa,Not Specified,Filet,Medium,18.2
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Small,9.6
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Small,12.4
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Small,11.8
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Medium,10
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Medium,15.4
2006,8,2006-08-30,Lady Melissa,German Bank,Filet,Medium,13.4
